0.13	1
0.32	1
0.27	3
0.31	0
0.19	1
0.24	6
0.69	1
0.2	6
0.17	0
0.22	0
0.42	1
0.17	1
0.02	0
0.11	0
0.21	1
0.08	0
0.03	0
0.1	0
0.48	0
0.11	0
0.87	9
0.79	5
0.09	0
0.08	1
0.43	5
0.24	1
0.48	5
0.87	5
0.08	0
0.44	8
0.94	2
0.24	0
0.03	0
0.03	0
0.26	6
0.51	7
0.03	0
0.35	2
0.25	1
1	6
0.52	3
0.15	0
0.58	1
0.39	3
0.41	3
0.08	0
0.11	0
0.49	1
0.18	0
0.29	4
0.3	1
0.97	8
0.22	2
0.44	3
0.29	2
0.03	0
0.23	1
0.07	0
0.5	0
0.62	9
0.15	1
0.06	0
0.16	0
0.09	0
0.31	5
0.46	8
0.23	2
0.2	2
0.29	4
0.15	1
0.1	0
0.11	1
0.15	1
0.1	0
0.16	1
0.06	0
0.07	1
0.04	1
0.13	1
0.19	2
1	2
0.18	2
0.4	4
0.85	2
0.07	1
0.16	0
0.26	0
0.08	0
0.09	0
0.4	5
0.23	4
0.05	0
0.09	0
0.02	0
0.17	0
0.3	4
0.12	0
0.03	0
0.83	8
0.62	3
0.88	6
0.74	7
0.42	3
0.14	2
0.47	4
0.17	5
0.41	5
0.07	0
0.15	1
0.1	0
0.28	3
0.27	5
0.05	0
0.35	5
0.28	2
0.06	1
0.08	2
0.09	0
0.07	0
1	9
0.03	0
1	2
0.24	3
0.14	0
0.1	0
0.26	1
0.5	6
0.3	2
1	4
0.11	0
0.28	5
0.05	0
0.1	0
0.31	4
0.43	2
0.69	4
0.06	0
0.29	2
0.26	4
0.34	5
0.46	2
0.03	1
0.41	2
0.06	1
0.07	6
0.07	1
0.18	1
0.21	1
0.22	1
0.53	9
0.51	4
0.43	6
0.15	1
0.12	0
0.11	0
0.26	4
0.05	0
0.06	0
0.01	0
0.25	2
0.05	0
0.09	1
0.2	1
1	2
0.17	0
0.16	0
0.14	2
0.25	3
0.28	1
0.07	0
0.32	2
0.13	0
0.19	4
0.16	0
0.41	2
0.16	2
0.04	0
0.51	8
0.14	0
0.19	0
0.16	0
0.09	0
0.05	0
0.35	4
0.34	3
0.15	0
0.06	0
0.09	1
0.16	1
0.28	1
0.05	0
0.2	2
0.04	0
0.15	4
0.09	2
0.04	0
0.23	3
0.34	4
0.11	0
0.15	1
0.29	5
0.04	0
0.32	1
0.62	5
0.23	4
0.07	0
0.91	8
0.4	7
0.31	1
0.19	1
0.13	0
0.17	1
0.58	2
0.03	0
0.13	1
0.55	2
0.44	3
0.38	3
0.47	6
0.42	2
0.25	1
0.13	1
0.09	0
0.17	1
0.28	4
0.16	0
0.13	0
0.06	1
0.07	2
1	5
0.17	1
0.24	1
0.64	5
0.19	0
0.04	0
0.07	1
0.1	0
0.1	0
0.07	0
0.26	1
0.1	3
0.28	2
0.38	3
0.01	0
1	6
0.22	3
0.37	5
0.6	9
0.45	5
0.08	0
0.24	1
0.33	6
0.49	4
0.06	0
0.15	1
0.11	1
0.08	0
0.1	1
0.49	3
0.18	0
0.54	2
0.2	2
0.32	2
0.13	1
0.19	3
0.12	0
0.1	0
0.11	1
0.08	0
0.17	1
0.55	7
0.14	2
0.09	2
0.2	1
0.35	3
0.06	0
0.05	0
0.09	1
0.04	0
0.02	0
0.55	3
0.59	4
0.07	0
0.09	1
0.32	6
0.12	0
0.16	1
0.62	3
0.36	4
0.29	5
0.15	1
0.6	6
0.2	3
0.19	6
0.23	1
0.06	2
0.34	3
0.45	2
0.27	0
0.25	0
0.07	1
0.62	4
0.08	1
0.08	0
0.64	5
0.29	2
0.18	0
0.06	1
0.54	2
0.84	3
0.06	1
0.69	9
0.05	0
0.06	0
0.38	5
0.16	0
0.7	3
0.64	9
1	9
0.14	1
0.2	1
0.19	2
0.12	0
0.13	1
0.32	1
0.14	2
0.09	0
0.86	6
0.97	4
0.2	0
0.09	0
0.57	1
0.3	3
0.04	0
0.16	2
0.05	0
0.04	0
0.03	0
0.27	1
0.3	2
0.1	1
0.05	0
0.66	4
0.05	1
0.09	0
0.96	6
0.16	4
0.05	1
0.09	1
0.64	7
0.19	8
0.15	1
0.03	2
0.11	2
0.24	0
0.14	1
0.29	1
0.25	3
0.34	2
0.37	2
0.26	2
0.03	0
0.06	0
0.75	6
0.26	2
0.23	2
0.16	3
0.08	0
0.21	0
0.28	3
0.32	2
0.2	2
0.07	0
0.4	5
0.13	1
0.17	2
0.05	1
0.22	0
0.12	0
0.15	1
0.21	0
0.1	0
0.06	0
0.04	0
0.09	1
0.11	0
0.17	1
0.13	1
0.19	0
0.07	1
1	7
0.06	0
0.37	1
0.73	5
0.18	3
0.05	0
0.12	1
0.05	0
0.14	0
0.18	1
0.15	0
0.03	0
0.15	0
0.12	0
0.08	0
0.19	1
0.23	0
0.08	0
0.79	6
0.04	0
0.44	3
0.23	5
0.05	0
0.23	1
0.11	1
0.07	1
0.13	0
0.15	1
0.39	3
0.51	5
0.12	0
0.37	1
0.01	0
0.11	0
0.25	1
0.78	4
0.3	3
0.12	1
0.74	9
0.05	1
0.16	1
0.3	6
0.12	2
0.31	2
0.05	0
0.17	5
0.29	2
0.17	3
0.28	1
0.02	0
0.03	0
0.12	3
0.06	0
0.41	1
0.13	0
0.09	0
0.11	0
0.1	0
0.35	2
0.14	0
0.24	6
0.06	0
0.06	0
0.05	0
0.07	1
0	0
0.03	0
0.25	2
0.25	4
0.51	6
0.03	0
0.65	1
0.62	4
0.51	6
0.13	1
0.09	0
0.37	1
0.72	4
0.43	4
0.04	0
0.09	2
0.14	0
0.23	1
0.24	0
0.19	1
0.02	3
0.13	1
0.21	0
0.03	0
0.21	2
0.17	0
0.91	9
0.26	3
0.21	2
0.19	1
0.7	5
0.5	3
0.13	0
0.13	1
0.07	7
0.44	8
0.14	0
0.13	0
0.21	0
0.27	2
0.28	2
0.09	0
0.19	2
0.15	1
0.07	1
0.09	0
0	0
0.08	0
0.3	0
0.3	3
0.22	0
0.7	9
0.04	0
0.2	0
0.31	3
0.24	1
0.33	5
0.07	0
0.08	0
0.24	0
0.14	0
0.28	2
0.75	2
0.3	1
0.38	6
0.4	1
0.47	6
0.12	0
0.04	0
1	8
0.01	0
0.15	4
0.12	0
0.07	0
0.15	0
0.13	1
0.36	2
0.37	9
0.08	0
0.31	5
0.28	2
0.19	2
0.05	0
0.26	1
0.17	3
0.07	1
0.55	4
0.02	0
0.1	1
0.09	0
0.8	9
0.04	0
0.04	0
0.06	0
0.12	1
0.05	0
0.38	4
0.06	0
0.22	3
0.06	1
0.26	3
0.44	3
0.12	1
0.04	0
0.26	3
0.45	1
0.1	0
0.06	0
0.18	1
0.08	1
0.62	3
0.15	1
0.19	2
0.08	1
0.18	0
0.27	5
0.32	2
0.46	5
0.05	0
0.13	0
0.21	2
0.09	0
0.09	0
0.08	0
0.39	6
0.16	0
0.24	0
0.22	3
0.21	1
0.22	0
0.13	0
0.16	0
0.04	0
0.04	0
0.3	1
0.46	5
0.41	5
0.09	0
0.29	3
0.12	0
0.18	0
0.3	5
0.05	0
0.06	1
0.13	2
0.54	1
0.15	2
0.06	0
0.13	0
0.03	0
0.08	3
0.19	1
0.05	0
0.83	5
0.06	0
0.37	4
0.14	2
0.2	1
0.16	2
0.21	1
0.24	0
0.08	0
0.33	0
0.08	2
0.69	9
0.25	2
0.2	1
0.13	1
0.16	6
0.02	0
0.52	3
0.12	0
0.06	2
0.45	4
0.06	0
0.05	1
0.74	5
0.86	5
0.11	1
0.08	0
0.13	1
0.2	0
0.06	1
0.2	2
0.2	1
0.15	3
0.27	2
0.13	1
0.1	1
0.11	0
0.3	2
0.32	3
0.91	9
0.42	1
0.27	3
0.46	3
0.04	0
0.45	2
0.12	0
0.12	1
0.24	1
0.19	1
0.11	3
0.05	0
0.29	6
0.1	1
0.07	0
0.07	0
0.24	2
0.26	1
0.1	0
0.05	0
0.1	1
0.11	0
0.86	5
0.73	9
0.18	2
0.09	0
0.22	2
0.34	2
0.06	0
0.24	2
0.03	0
0.29	1
0.2	0
0.21	1
0.13	1
0.2	0
0.09	1
0.5	1
0.29	3
0.36	3
0.12	1
0.09	0
0.36	2
0.02	0
0.32	1
0.06	0
0.59	3
0.14	1
0.58	7
0.13	0
0.05	0
0.14	1
0.08	0
0.47	4
0.11	0
0.73	9
0.15	3
0.09	1
0.06	0
0.04	0
0.32	2
0.99	6
0.05	2
0.04	0
0.8	9
0.04	0
0.07	1
0.24	3
0.03	0
0.04	0
0.05	0
0.17	2
0.17	0
0.51	7
0.44	6
0.03	1
0.21	1
0.08	1
0.09	3
0.01	0
0.08	0
0.05	0
0.06	1
0.33	1
0.15	0
0.85	7
0.04	0
0.03	0
0.21	1
0.06	1
0.09	3
0.28	1
0.46	5
0.26	2
0.04	0
0.1	1
0.03	0
1	9
0.67	3
0.15	1
0.05	0
0.03	0
0.21	0
0.1	0
0.08	0
0.07	1
0.16	1
0.09	1
0.09	1
0.5	2
0.06	0
0.23	3
0.04	0
0.6	5
0.17	0
0.39	5
0.1	1
0.37	4
0.23	2
0.35	6
0.11	1
0.09	0
0.78	8
0.24	2
0.13	0
0.03	0
0.36	8
0.03	0
0.06	0
0.07	0
0.48	3
0.36	0
0.53	4
0.16	0
0.59	3
0.11	1
0.1	0
0.11	0
0.04	0
0.09	1
0.18	0
0.15	0
0.67	3
0.15	1
0.56	5
0.05	0
0.02	0
0.22	3
0.84	9
0.12	3
0.91	3
0.12	1
0.21	1
0.53	2
0.31	1
0.19	2
0.04	0
0.26	3
0.22	2
0.6	3
0.38	2
0.23	1
0.16	1
0.59	9
0.19	0
0.15	3
0.07	0
0.08	0
0.16	4
0.15	0
0.37	5
0.32	2
1	6
0.59	7
0.15	7
0.08	1
0.67	9
0.1	0
0.06	0
0.03	0
0.7	6
0.12	1
0.02	0
0.4	5
0.04	1
0.11	1
0.2	0
0.2	4
0.12	1
0.31	7
0.05	0
0.53	1
0.14	1
0.14	0
0.13	2
0.11	2
0.49	2
0.01	0
0.09	0
0.05	0
0.04	0
0.32	1
0.25	5
0.04	0
0.13	0
0.08	0
0.05	2
0.41	0
0.29	7
0.26	4
0.07	0
0.11	1
0.14	1
0.41	1
0.64	8
0.12	2
0.24	3
0.03	0
0.09	0
0.34	0
0.23	1
0.99	3
0.35	1
0.58	6
0.07	0
0.09	0
0.01	1
0.04	0
0.1	0
0.19	2
0.1	0
0.43	5
0.09	0
0.49	6
0.81	6
0.07	1
0.02	1
0.79	9
0.1	0
0.11	0
0.66	2
0.1	0
0.49	3
0.07	1
0.66	1
0.08	0
0.07	0
0.16	0
0.31	1
0.29	3
0.05	1
0.22	0
0.05	0
0.37	2
0.29	2
0.38	9
0.16	0
0.16	9
0.4	2
0.2	0
0.37	6
0.08	0
0.1	0
0.03	0
0.37	1
0.04	0
0.01	0
0.35	1
0.08	0
0.03	0
0.55	9
0.07	0
1	3
0.21	2
0.66	6
0.03	1
0.84	9
0.03	0
0.07	0
0.18	2
0.11	0
0.28	3
0.83	5
0.09	0
0.13	1
0.17	1
0.55	5
0.04	0
0.68	2
0.24	2
0.13	0
0.15	0
0.1	0
0.36	8
0.13	0
0.21	1
0.82	4
0.12	0
0.07	0
0.53	0
0.28	1
0.46	4
0.37	1
0.04	0
0.19	2
0.02	0
0.16	0
0.41	6
0.05	0
0.4	3
0.09	0
0	0
0.08	0
0.02	0
0.24	6
0.07	0
0.35	4
0.27	0
0.09	0
1	8
0.4	2
0.09	0
0.64	3
0.21	2
0.5	2
0.28	5
0.15	1
0.28	9
0.14	1
0.72	5
0.17	1
0.74	1
0.08	0
0.1	1
0.17	1
0.07	2
0.09	0
0.12	2
0.02	0
0.04	0
0.6	2
0.1	0
0.18	0
0.14	0
0.65	6
0.18	0
0.33	2
0.3	1
0.27	3
0.12	2
0.14	0
0.01	0
0.24	5
0.28	1
0.4	4
1	9
0.18	4
0.33	1
0.12	2
0.14	1
0.3	2
0.56	4
0.14	1
0.19	1
0.3	1
0.11	1
0.31	3
0.2	1
0.2	0
0.75	3
0.16	0
1	9
0.24	3
0.09	1
0.32	2
0.16	0
0.75	1
0.12	0
0.21	0
0.03	0
0.13	1
0.24	0
0.03	1
0.12	0
0.42	6
0.15	0
0.1	0
0.15	2
0.06	0
0.31	4
0.03	0
0.15	3
0.03	0
0.29	3
0.2	0
0.19	1
0.05	0
0.25	1
0.09	2
0.02	0
0.08	0
0.09	0
0.15	0
0.21	2
0.61	2
0.07	0
0.23	2
0.1	1
0.38	4
0.26	4
0.08	0
0.04	0
0.15	1
0.13	1
0.08	0
0.12	3
0.45	2
0.07	0
0.22	2
0.41	2
0.94	6
0.53	3
0.11	0
0.29	3
0.24	0
0.09	2
0.11	2
0.38	1
0.2	0
0.59	2
0.03	1
0.09	0
0.65	8
0.78	5
0.05	0
0.09	0
0.2	3
0.2	1
0.08	0
0.2	0
0.18	1
0.18	1
0.04	0
0.16	1
0.08	0
0.08	0
0.14	0
0.17	0
0.24	2
0.46	2
0.25	0
0.07	5
0.21	1
0.06	2
0.47	5
0.74	9
0.07	1
0.05	0
0.08	0
0.08	1
0.22	3
0.65	5
0.15	8
0.97	3
0.08	0
0.17	1
1	8
0.13	2
0.07	0
0.66	3
0.53	0
0.15	0
0.13	2
0.14	2
0.18	1
0.65	3
0.03	0
0.27	3
0.2	1
0.04	0
0.01	1
1	9
0.06	0
0.21	1
0.61	5
0.13	1
0.22	4
0.07	0
0.11	3
0.04	0
0.07	1
0.97	7
1	9
0.12	0
0.15	0
0.2	3
0.3	1
0.04	1
0.1	0
0.44	5
0.14	0
0.19	0
0.22	1
0.09	0
0.29	3
0.09	0
0.24	0
0.23	0
0.11	1
0.26	1
0.15	0
0.37	2
0.91	9
0.04	0
0.38	4
0.24	3
0.17	0
0.13	1
0.1	1
1	9
0.28	1
0.06	0
0.09	0
0.34	1
0.18	3
0.39	7
0.13	1
0.5	5
0.07	0
0.12	2
0.01	1
0.45	1
0.17	0
0.03	3
0.72	3
0.36	2
0.22	0
0.2	0
0.22	2
0.16	1
0.12	1
0.32	0
0.05	0
0.14	2
0.14	1
0.28	1
0.65	3
0.84	5
0.25	3
0.17	1
0.29	1
0.32	2
0.13	0
0.18	1
0.39	0
0.15	1
1	9
0.53	9
0.12	0
0.31	1
0.29	5
0.26	1
0.06	1
0.11	1
0.17	1
0.08	0
0.38	2
0.04	0
0.25	4
0.74	4
0.11	0
0.18	1
1	4
0.11	0
0.34	3
0.19	0
0.17	2
0.45	5
0.15	0
0.03	0
1	9
0.56	3
0.09	0
0.16	2
0.16	0
0.17	2
0.23	2
0.63	2
0.33	2
0.29	5
0.22	1
0.1	0
0.63	4
0.1	1
0.19	1
0.08	0
0.41	6
0.36	5
0.57	5
0.78	6
0.27	0
0.13	0
0.14	1
0.19	2
0.32	7
0.28	1
0.16	1
0.08	0
0.04	0
1	6
0.06	0
0.19	1
0.08	1
0.12	1
0.81	8
0.13	0
0.21	1
0.19	0
0.58	2
0.08	0
0.25	3
0.17	4
0.05	1
0.32	5
0.1	0
0.09	0
0.08	0
0.05	1
0.72	6
0.19	1
1	9
0.12	2
0.05	0
0.17	0
0.13	0
0.02	1
0.3	2
0.05	1
0.85	1
0.68	0
0.11	0
0.09	0
0.18	2
0.81	8
0.16	4
0.12	0
0.46	2
0.08	0
1	9
0.14	1
0.05	0
0.13	1
0.09	1
0.08	8
0.18	0
0	0
0.02	0
0.23	3
0.21	3
0.14	0
0.2	0
0.74	8
0.21	0
0.11	0
0.05	0
0.37	1
0.32	6
0.13	1
0.24	2
0.29	1
0.1	2
0.17	1
0.02	0
0.45	3
	
	
