0.07	0.87	0
0.21	0.54	1
0.02	0.96	0
0.12	0.78	1
0.08	0.74	4
0.44	0.28	6
0.07	0.77	0
0.28	0.58	1
0.02	0.95	0
0.28	0.55	1
0.14	0.68	0
0.19	0.67	0
0.26	0.49	4
0.49	0.41	4
0.09	0.72	0
0.35	0.51	2
0.13	0.78	0
0.53	0.42	2
0.13	0.72	1
0.03	0.85	0
0.04	0.81	0
0.1	0.76	0
0.16	0.48	2
0.24	0.59	3
0.4	0.46	7
0.38	0.41	1
0.04	0.89	0
0.09	0.62	1
0.09	0.61	1
0.05	0.83	2
0.17	0.67	1
0.11	0.62	1
0.42	0.63	4
0	0.95	0
0.08	0.57	1
0.06	0.68	1
0.33	0.51	4
0.11	0.73	0
1	0	8
0.59	0.44	2
0.08	0.88	0
0.13	0.43	2
0.07	0.81	0
0.21	0.45	1
0.48	0.38	6
0.26	0.56	2
0.06	0.77	0
0.13	0.77	0
0.06	0.81	0
0.15	0.63	0
0.57	0.4	1
0.14	0.71	1
0.07	0.76	0
0.04	0.98	0
0.46	0.44	4
0.36	0.51	2
0.26	0.54	2
0.66	0.36	3
0.09	0.82	0
0.16	0.77	0
0.35	0.51	3
0.39	0.47	2
0.29	0.58	1
0.17	0.68	0
0.56	0.43	3
0.03	0.74	0
0.18	0.68	1
0.03	0.9	0
0.03	0.97	0
0.16	0.58	0
0.1	0.88	0
0.38	0.5	2
0.23	0.5	0
0.1	0.68	1
0.06	0.76	1
0.61	0.39	7
0.15	0.77	1
0.08	0.74	1
0.3	0.46	2
0.01	0.82	0
0.37	0.51	1
0.17	0.54	1
0.1	0.77	0
0.14	0.73	3
0.53	0.36	8
0.72	0.3	3
0.09	0.67	3
0.5	0.38	1
0.28	0.45	1
0.11	0.74	0
0.25	0.56	1
0.42	0.33	5
0.08	0.77	0
0.94	0.21	5
0.43	0.37	3
0.45	0.39	6
0.09	0.76	0
0.16	0.58	0
0.15	0.49	1
0.15	0.68	2
0.22	0.59	0
0.84	0.27	9
0.31	0.41	3
0.87	0.22	6
0.08	0.84	0
0.31	0.63	1
0.15	0.79	0
0.21	0.59	2
0.3	0.41	2
0.16	0.47	4
0.04	0.78	1
0.03	0.9	0
0.4	0.47	1
0.13	0.74	1
0.68	0.16	7
0.07	0.8	0
0.27	0.59	1
0.23	0.61	2
0.27	0.51	2
0.14	0.51	0
0.15	0.76	1
0.08	0.82	0
0.09	0.81	0
0.1	0.77	1
0.04	0.96	0
0.16	0.69	4
0.2	0.53	1
0.85	0.15	3
0.11	0.73	0
0.03	0.88	0
0.24	0.73	2
0.18	0.64	2
0.46	0.5	3
0.44	0.39	4
0.42	0.52	3
0.06	0.9	0
0.14	0.56	1
0.13	0.55	0
0.49	0.39	2
0.87	0.17	3
0.27	0.56	3
0.15	0.71	1
0.16	0.75	0
0.16	0.56	1
0.31	0.54	2
0.07	0.78	0
0.72	0.53	3
0.2	0.5	1
0.17	0.67	1
0.01	0.88	0
0.45	0.49	3
0.08	0.6	2
0.11	0.78	0
0.31	0.46	4
0.18	0.75	0
0.66	0.17	9
0.54	0.4	1
0.17	0.53	2
0.17	0.68	3
1	0	8
0.12	0.61	1
0.27	0.5	4
0.11	0.75	0
0.49	0.41	4
1	0.12	9
0.3	0.58	3
0.13	0.61	1
0.12	0.83	1
0.1	0.68	1
0.21	0.56	1
0.04	0.91	0
0.1	0.56	2
0.1	0.74	0
0.08	0.71	1
0.5	0.4	5
0.28	0.37	1
0.68	0.18	6
0.6	0.54	4
0.11	0.75	0
0.12	0.62	0
0.09	0.67	0
0.45	0.41	3
0.24	0.52	0
0.23	0.53	0
0.12	0.81	0
0.07	0.65	0
1	0.05	6
0.21	0.74	1
0.52	0.39	2
0.19	0.62	1
0.08	0.85	1
0.25	0.53	0
0.02	0.85	0
0.04	0.82	1
0.14	0.7	0
0.03	0.86	0
1	0.07	8
0.27	0.63	2
0.34	0.54	0
0.04	0.85	0
0.09	0.85	0
0.17	0.67	0
0.68	0.19	9
0.49	0.37	2
0.5	0.46	2
0.08	0.87	1
0.07	0.71	0
0.19	0.61	1
0.16	0.63	1
0.28	0.44	0
0.01	0.95	0
0.24	0.52	0
0.08	0.81	0
0.03	0.96	0
0.13	0.72	0
0.05	0.74	0
0.03	0.69	1
0.13	0.88	0
0.39	0.34	6
0.67	0.23	7
0.06	0.75	0
0.06	0.72	1
0.52	0.57	2
0.2	0.68	0
0.32	0.39	3
0.04	0.9	1
0.02	0.86	0
0.21	0.53	4
0.18	0.67	4
0.43	0.41	4
0.32	0.5	2
0.08	0.85	0
0.04	0.91	0
0.08	0.81	0
0.27	0.51	3
0.07	0.9	0
0.78	0.27	5
0.47	0.41	2
0.22	0.53	5
0.38	0.61	2
0.07	0.88	0
0.11	0.67	0
0.49	0.41	2
0.65	0.31	6
0.28	0.53	2
0.03	1	0
1	0	9
0.09	0.74	3
0.04	0.94	0
0.1	0.77	2
0.04	0.88	0
0.18	0.55	2
0.42	0.38	5
0.13	0.68	0
0.02	0.88	0
0.04	0.78	0
0.06	0.87	0
0.77	0.29	7
0.04	0.66	1
0.59	0.37	9
0.27	0.58	5
0.73	0.33	7
0.2	0.69	1
0.12	0.48	2
0.03	0.94	0
0.21	0.71	0
0.54	0.48	5
0.07	0.93	0
0.45	0.39	4
0.11	0.78	0
0.44	0.45	3
0.02	0.88	1
0.34	0.59	0
0.17	0.59	2
0.13	0.68	5
0.34	0.6	0
0.17	0.69	0
0.23	0.64	2
0.09	0.82	1
0.12	0.59	2
0.09	0.62	0
0.08	0.82	0
0.59	0.3	8
0.22	0.64	0
0.23	0.65	5
0.45	0.42	6
0.28	0.43	2
0.19	0.67	2
0.41	0.47	2
0.2	0.62	2
0.27	0.45	3
0.06	0.82	1
0.06	0.93	0
0.04	0.73	0
0.23	0.59	6
0.29	0.69	2
0.3	0.59	2
0.19	0.63	0
0.3	0.5	3
0.07	0.84	0
0.63	0.38	2
0.4	0.43	7
0.04	0.77	0
0.03	0.73	0
0.13	0.75	0
0.09	0.77	1
0.22	0.57	1
0.03	0.77	0
0.41	0.39	2
0.28	0.6	2
0.69	0.26	6
0.78	0.45	6
0.31	0.6	2
0.31	0.69	3
0.06	0.68	0
0.24	0.59	0
0.25	0.61	7
0.17	0.67	2
0.04	0.79	0
0.06	0.88	0
0.06	0.81	0
0.3	0.51	4
0.1	0.83	0
0.11	0.93	0
0.06	0.77	1
0.14	0.65	0
0.08	0.83	0
0.11	0.87	0
0.17	0.6	2
0.06	0.82	0
0.15	0.6	1
0.12	0.72	0
0.29	0.54	3
0.14	0.72	2
0.09	0.81	0
0.24	0.69	1
0.23	0.47	1
0.27	0.65	2
0.09	0.74	1
0.11	0.73	1
0.26	0.54	2
0.2	0.78	1
0.36	0.5	2
0.18	0.66	2
0.14	0.76	0
0.39	0.37	6
0.47	0.39	2
0.05	0.63	1
0.18	0.65	1
0.14	0.65	0
0.3	0.58	3
0.06	0.66	1
0.66	0.18	9
0.2	0.71	0
0.76	0.43	9
0.1	0.67	4
0.05	0.79	0
0.23	0.46	1
0.3	0.49	0
0.96	0.42	6
0.69	0.21	9
0.7	0.21	3
0.07	0.89	0
0.77	0.27	2
0.09	0.81	2
0.28	0.52	2
0.36	0.47	0
0.04	0.88	0
0.16	0.72	0
0.09	0.8	3
0.14	0.57	2
0.47	0.31	5
0.2	0.67	0
0.26	0.4	4
0.73	0.19	4
0.19	0.66	4
0.14	0.77	1
0.1	0.79	1
0.03	0.97	0
0.03	0.97	0
0.29	0.57	1
0.05	0.88	0
0.19	0.66	1
0.32	0.5	2
0.02	0.91	0
0.52	0.33	5
0.17	0.68	2
0.11	0.83	2
0.25	0.76	3
0.15	0.74	0
0.19	0.56	1
0.5	0.49	9
0.07	0.7	0
0.12	0.72	2
0.81	0.28	9
0.47	0.5	3
0.22	0.59	2
0.16	0.67	0
0.05	0.98	0
0.16	0.43	1
0.05	0.87	0
0.69	0.24	4
0.09	0.81	0
0.04	0.8	1
0.49	0.47	8
0.27	0.59	2
0.13	0.55	1
0.32	0.53	1
0.27	0.52	3
0.31	0.58	0
0.19	0.59	1
0.24	0.51	6
0.69	0.53	1
0.2	0.52	6
0.17	0.76	0
0.22	0.48	0
0.42	0.58	1
0.17	0.67	1
0.02	0.94	0
0.11	0.82	0
0.21	0.65	1
0.08	0.71	0
0.03	0.87	0
0.1	0.78	0
0.48	0.4	0
0.11	0.59	0
0.87	0.14	9
0.79	0.21	5
0.09	0.64	0
0.08	0.73	1
0.43	0.54	5
0.24	0.5	1
0.48	0.44	5
0.87	0.26	5
0.08	0.75	0
0.44	0.27	8
0.94	0.42	2
0.24	0.74	0
0.03	0.83	0
0.03	0.81	0
0.26	0.61	6
0.51	0.38	7
0.03	0.84	0
0.35	0.58	2
0.25	0.63	1
1	0.13	6
0.52	0.51	3
0.15	0.81	0
0.58	0.4	1
0.39	0.53	3
0.41	0.48	3
0.08	0.92	0
0.11	0.84	0
0.49	0.4	1
0.18	0.73	0
0.29	0.71	4
0.3	0.52	1
0.97	0.33	8
0.22	0.58	2
0.44	0.46	3
0.29	0.6	2
0.03	0.92	0
0.23	0.48	1
0.07	0.88	0
0.5	0.39	0
0.62	0.25	9
0.15	0.68	1
0.06	0.83	0
0.16	0.58	0
0.09	0.87	0
0.31	0.53	5
0.46	0.18	8
0.23	0.5	2
0.2	0.51	2
0.29	0.53	4
0.15	0.62	1
0.1	0.86	0
0.11	0.76	1
0.15	0.77	1
0.1	0.83	0
0.16	0.71	1
0.06	0.64	0
0.07	0.84	1
0.04	0.82	1
0.13	0.74	1
0.19	0.56	2
1	0.12	2
0.18	0.7	2
0.4	0.33	4
0.85	0.2	2
0.07	0.67	1
0.16	0.65	0
0.26	0.53	0
0.08	0.86	0
0.09	0.81	0
0.4	0.38	5
0.23	0.59	4
0.05	0.92	0
0.09	0.81	0
0.02	0.91	0
0.17	0.8	0
0.3	0.48	4
0.12	0.71	0
0.03	0.86	0
0.83	0.16	8
0.62	0.3	3
0.88	0.13	6
0.74	0.25	7
0.42	0.54	3
0.14	0.6	2
0.47	0.31	4
0.17	0.59	5
0.41	0.58	5
0.07	0.82	0
0.15	0.54	1
0.1	0.78	0
0.28	0.56	3
0.27	0.5	5
0.05	0.93	0
0.35	0.5	5
0.28	0.56	2
0.06	0.78	1
0.08	0.85	2
0.09	0.85	0
0.07	0.69	0
1	0	9
0.03	0.93	0
1	0.09	2
0.24	0.6	3
0.14	0.78	0
0.1	0.72	0
0.26	0.56	1
0.5	0.28	6
0.3	0.66	2
1	0.11	4
0.11	0.67	0
0.28	0.56	5
0.05	0.87	0
0.1	0.72	0
0.31	0.53	4
0.43	0.54	2
0.69	0.22	4
0.06	0.88	0
0.29	0.43	2
0.26	0.67	4
0.34	0.48	5
0.46	0.61	2
0.03	0.8	1
0.41	0.44	2
0.06	0.77	1
0.07	0.75	6
0.07	0.78	1
0.18	0.44	1
0.21	0.61	1
0.22	0.54	1
0.53	0.41	9
0.51	0.51	4
0.43	0.44	6
0.15	0.59	1
0.12	0.6	0
0.11	0.51	0
0.26	0.73	4
0.05	0.83	0
0.06	0.76	0
0.01	0.94	0
0.25	0.56	2
0.05	0.84	0
0.09	0.79	1
0.2	0.66	1
1	0.07	2
0.17	0.71	0
0.16	0.79	0
0.14	0.68	2
0.25	0.58	3
0.28	0.49	1
0.07	0.89	0
0.32	0.48	2
0.13	0.82	0
0.19	0.57	4
0.16	0.65	0
0.41	0.7	2
0.16	0.48	2
0.04	0.81	0
0.51	0.24	8
0.14	0.64	0
0.19	0.76	0
0.16	0.51	0
0.09	0.86	0
0.05	0.89	0
0.35	0.37	4
0.34	0.63	3
0.15	0.67	0
0.06	0.8	0
0.09	0.8	1
0.16	0.47	1
0.28	0.67	1
0.05	0.86	0
0.2	0.65	2
0.04	0.96	0
0.15	0.68	4
0.09	0.72	2
0.04	0.89	0
0.23	0.55	3
0.34	0.58	4
0.11	0.77	0
0.15	0.67	1
0.29	0.48	5
0.04	0.82	0
0.32	0.59	1
0.62	0.33	5
0.23	0.57	4
0.07	0.86	0
0.91	0.23	8
0.4	0.4	7
0.31	0.53	1
0.19	0.52	1
0.13	0.8	0
0.17	0.56	1
0.58	0.51	2
0.03	0.85	0
0.13	0.81	1
0.55	0.25	2
0.44	0.59	3
0.38	0.6	3
0.47	0.47	6
0.42	0.46	2
0.25	0.58	1
0.13	0.72	1
0.09	0.74	0
0.17	0.65	1
0.28	0.6	4
0.16	0.97	0
0.13	0.76	0
0.06	0.82	1
0.07	0.72	2
1	0	5
0.17	0.68	1
0.24	0.74	1
0.64	0.26	5
0.19	0.72	0
0.04	0.9	0
0.07	0.86	1
0.1	0.89	0
0.1	0.87	0
0.07	0.81	0
0.26	0.6	1
0.1	0.64	3
0.28	0.59	2
0.38	0.31	3
0.01	0.96	0
1	0.21	6
0.22	0.61	3
0.37	0.61	5
0.6	0.36	9
0.45	0.39	5
0.08	0.81	0
0.24	0.48	1
0.33	0.58	6
0.49	0.48	4
0.06	0.72	0
0.15	0.64	1
0.11	0.77	1
0.08	0.92	0
0.1	0.74	1
0.49	0.41	3
0.18	0.7	0
0.54	0.35	2
0.2	0.49	2
0.32	0.63	2
0.13	0.8	1
0.19	0.68	3
0.12	0.84	0
0.1	0.8	0
0.11	0.64	1
0.08	0.88	0
0.17	0.68	1
0.55	0.48	7
0.14	0.69	2
0.09	0.72	2
0.2	0.66	1
0.35	0.46	3
0.06	0.84	0
0.05	0.88	0
0.09	0.72	1
0.04	0.9	0
0.02	0.96	0
0.55	0.49	3
0.59	0.41	4
0.07	0.84	0
0.09	0.83	1
0.32	0.38	6
0.12	0.84	0
0.16	0.62	1
0.62	0.28	3
0.36	0.53	4
0.29	0.44	5
0.15	0.71	1
0.6	0.43	6
0.2	0.49	3
0.19	0.27	6
0.23	0.5	1
0.06	0.82	2
0.34	0.45	3
0.45	0.6	2
0.27	0.63	0
0.25	0.51	0
0.07	0.87	1
0.62	0.35	4
0.08	0.89	1
0.08	0.86	0
0.64	0.33	5
0.29	0.5	2
0.18	0.67	0
0.06	0.86	1
0.54	0.42	2
0.84	0.22	3
0.06	0.91	1
0.69	0.12	9
0.05	0.91	0
0.06	0.94	0
0.38	0.29	5
0.16	0.71	0
0.7	0.29	3
0.64	0.36	9
1	0	9
0.14	0.67	1
0.2	0.68	1
0.19	0.44	2
0.12	0.63	0
0.13	0.6	1
0.32	0.74	1
0.14	0.61	2
0.09	0.69	0
0.86	0.46	6
0.97	0.34	4
0.2	0.62	0
0.09	0.72	0
0.57	0.41	1
0.3	0.6	3
0.04	0.95	0
0.16	0.63	2
0.05	0.9	0
0.04	0.94	0
0.03	0.85	0
0.27	0.57	1
0.3	0.49	2
0.1	0.68	1
0.05	0.86	0
0.66	0.34	4
0.05	0.81	1
0.09	0.82	0
0.96	0.18	6
0.16	0.6	4
0.05	0.73	1
0.09	0.69	1
0.64	0.25	7
0.19	0.53	8
0.15	0.55	1
0.03	0.72	2
0.11	0.48	2
0.24	0.68	0
0.14	0.76	1
0.29	0.45	1
0.25	0.6	3
0.34	0.49	2
0.37	0.42	2
0.26	0.6	2
0.03	0.96	0
0.06	0.89	0
0.75	0.34	6
0.26	0.63	2
0.23	0.69	2
0.16	0.71	3
0.08	0.83	0
0.21	0.51	0
0.28	0.62	3
0.32	0.58	2
0.2	0.49	2
0.07	0.74	0
0.4	0.57	5
0.13	0.69	1
0.17	0.54	2
0.05	0.76	1
0.22	0.59	0
0.12	0.77	0
0.15	0.67	1
0.21	0.61	0
0.1	0.71	0
0.06	0.94	0
0.04	0.96	0
0.09	0.77	1
0.11	0.63	0
0.17	0.5	1
0.13	0.68	1
0.19	0.79	0
0.07	0.56	1
1	0.18	7
0.06	0.82	0
0.37	0.4	1
0.73	0.38	5
0.18	0.56	3
0.05	0.89	0
0.12	0.79	1
0.05	0.87	0
0.14	0.62	0
0.18	0.78	1
0.15	0.82	0
0.03	0.76	0
0.15	0.62	0
0.12	0.8	0
0.08	0.92	0
0.19	0.53	1
0.23	0.65	0
0.08	0.62	0
0.79	0.34	6
0.04	0.9	0
0.44	0.44	3
0.23	0.52	5
0.05	0.96	0
0.23	0.76	1
0.11	0.68	1
0.07	0.79	1
0.13	0.67	0
0.15	0.56	1
0.39	0.43	3
0.51	0.44	5
0.12	0.85	0
0.37	0.54	1
0.01	0.98	0
0.11	0.68	0
0.25	0.86	1
0.78	0.35	4
0.3	0.58	3
0.12	0.76	1
0.74	0.19	9
0.05	0.83	1
0.16	0.58	1
0.3	0.53	6
0.12	0.73	2
0.31	0.53	2
0.05	0.94	0
0.17	0.62	5
0.29	0.56	2
0.17	0.71	3
0.28	0.49	1
0.02	0.9	0
0.03	0.88	0
0.12	0.86	3
0.06	0.89	0
0.41	0.62	1
0.13	0.72	0
0.09	0.73	0
0.11	0.94	0
0.1	0.6	0
0.35	0.49	2
0.14	0.54	0
0.24	0.47	6
0.06	0.66	0
0.06	0.85	0
0.05	0.91	0
0.07	0.66	1
0	0.95	0
0.03	0.86	0
0.25	0.45	2
0.25	0.53	4
0.51	0.37	6
0.03	0.76	0
0.65	0.3	1
0.62	0.29	4
0.51	0.43	6
0.13	0.61	1
0.09	0.86	0
0.37	0.49	1
0.72	0.25	4
0.43	0.59	4
0.04	0.92	0
0.09	0.74	2
0.14	0.6	0
0.23	0.65	1
0.24	0.87	0
0.19	0.75	1
0.02	0.69	3
0.13	0.77	1
0.21	0.66	0
0.03	0.84	0
0.21	0.68	2
0.17	0.76	0
0.91	0.18	9
0.26	0.41	3
0.21	0.67	2
0.19	0.76	1
0.7	0.41	5
0.5	0.44	3
0.13	0.69	0
0.13	0.85	1
0.07	0.64	7
0.44	0.44	8
0.14	0.87	0
0.13	0.8	0
0.21	0.7	0
0.27	0.51	2
0.28	0.64	2
0.09	0.9	0
0.19	0.6	2
0.15	0.72	1
0.07	0.73	1
0.09	0.49	0
0	0.94	0
0.08	0.86	0
0.3	0.86	0
0.3	0.37	3
0.22	0.63	0
0.7	0.36	9
0.04	0.95	0
0.2	0.7	0
0.31	0.47	3
0.24	0.49	1
0.33	0.5	5
0.07	0.8	0
0.08	0.71	0
0.24	0.55	0
0.14	0.82	0
0.28	0.7	2
0.75	0.16	2
0.3	0.66	1
0.38	0.33	6
0.4	0.5	1
0.47	0.39	6
0.12	0.65	0
0.04	0.95	0
1	0.05	8
0.01	0.94	0
0.15	0.67	4
0.12	0.67	0
0.07	0.73	0
0.15	0.85	0
0.13	0.72	1
0.36	0.57	2
0.37	0.44	9
0.08	0.88	0
0.31	0.48	5
0.28	0.47	2
0.19	0.57	2
0.05	0.9	0
0.26	0.49	1
0.17	0.73	3
0.07	0.77	1
0.55	0.27	4
0.02	0.92	0
0.1	0.64	1
0.09	0.78	0
0.8	0.16	9
0.04	0.92	0
0.04	0.96	0
0.06	0.89	0
0.12	0.81	1
0.05	0.85	0
0.38	0.55	4
0.06	0.69	0
0.22	0.61	3
0.06	0.83	1
0.26	0.5	3
0.44	0.41	3
0.12	0.76	1
0.04	0.95	0
0.26	0.48	3
0.45	0.35	1
0.1	0.76	0
0.06	0.82	0
0.18	0.63	1
0.08	0.69	1
0.62	0.22	3
0.15	0.55	1
0.19	0.65	2
0.08	0.78	1
0.18	0.75	0
0.27	0.49	5
0.32	0.45	2
0.46	0.4	5
0.05	0.88	0
0.13	0.8	0
0.21	0.61	2
0.09	0.8	0
0.09	0.7	0
0.08	0.96	0
0.39	0.38	6
0.16	0.54	0
0.24	0.49	0
0.22	0.54	3
0.21	0.52	1
0.22	0.81	0
0.13	0.53	0
0.16	0.84	0
0.04	0.85	0
0.04	0.86	0
0.3	0.58	1
0.46	0.4	5
0.41	0.41	5
0.09	0.67	0
0.29	0.68	3
0.12	0.58	0
0.18	0.57	0
0.3	0.42	5
0.05	0.92	0
0.06	0.88	1
0.13	0.49	2
0.54	0.56	1
0.15	0.7	2
0.06	0.75	0
0.13	0.79	0
0.03	0.81	0
0.08	0.49	3
0.19	0.71	1
0.05	0.91	0
0.83	0.24	5
0.06	0.89	0
0.37	0.49	4
0.14	0.56	2
0.2	0.57	1
0.16	0.78	2
0.21	0.51	1
0.24	0.49	0
0.08	0.66	0
0.33	0.58	0
0.08	0.64	2
0.69	0.24	9
0.25	0.62	2
0.2	0.62	1
0.13	0.74	1
0.16	0.66	6
0.02	0.86	0
0.52	0.43	3
0.12	0.66	0
0.06	0.55	2
0.45	0.49	4
0.06	0.9	0
0.05	0.84	1
0.74	0.46	5
0.86	0.42	5
0.11	0.57	1
0.08	0.59	0
0.13	0.76	1
0.2	0.55	0
0.06	0.81	1
0.2	0.53	2
0.2	0.68	1
0.15	0.71	3
0.27	0.59	2
0.13	0.71	1
0.1	0.72	1
0.11	0.81	0
0.3	0.54	2
0.32	0.38	3
0.91	0.12	9
0.42	0.43	1
0.27	0.49	3
0.46	0.54	3
0.04	0.84	0
0.45	0.55	2
0.12	0.72	0
0.12	0.76	1
0.24	0.49	1
0.19	0.59	1
0.11	0.72	3
0.05	0.76	0
0.29	0.59	6
0.1	0.46	1
0.07	0.64	0
0.07	0.92	0
0.24	0.67	2
0.26	0.54	1
0.1	0.69	0
0.05	0.82	0
0.1	0.76	1
0.11	0.81	0
0.86	0.17	5
0.73	0.38	9
0.18	0.66	2
0.09	0.76	0
0.22	0.48	2
0.34	0.45	2
0.06	0.93	0
0.24	0.52	2
0.03	0.83	0
0.29	0.54	1
0.2	0.61	0
0.21	0.69	1
0.13	0.5	1
0.2	0.71	0
0.09	0.75	1
0.5	0.49	1
0.29	0.5	3
0.36	0.56	3
0.12	0.79	1
0.09	0.62	0
0.36	0.55	2
0.02	0.88	0
0.32	0.62	1
0.06	0.89	0
0.59	0.43	3
0.14	0.71	1
0.58	0.28	7
0.13	0.61	0
0.05	0.83	0
0.14	0.71	1
0.08	0.81	0
0.47	0.3	4
0.11	0.77	0
0.73	0.16	9
0.15	0.61	3
0.09	0.74	1
0.06	0.91	0
0.04	0.91	0
0.32	0.55	2
0.99	0.1	6
0.05	0.86	2
0.04	0.88	0
0.8	0	9
0.04	0.93	0
0.07	0.78	1
0.24	0.47	3
0.03	0.81	0
0.04	0.95	0
0.05	0.93	0
0.17	0.62	2
0.17	0.64	0
0.51	0.32	7
0.44	0.5	6
0.03	0.82	1
0.21	0.69	1
0.08	0.66	1
0.09	0.62	3
0.01	0.98	0
0.08	0.81	0
0.05	0.87	0
0.06	0.79	1
0.33	0.54	1
0.15	0.55	0
0.85	0.21	7
0.04	0.89	0
0.03	0.97	0
