0.37	0.53	0.55	6
0.4	0.47	0.51	6
0.04	0.94	0.92	0
0.06	0.82	0.84	0
0.54	0.46	0.48	8
0.23	0.63	0.65	1
0.22	0.65	0.64	1
0.09	0.83	0.81	0
0.14	0.65	0.64	0
0.21	0.56	0.51	2
0.72	0.32	0.36	8
0.25	0.52	0.45	0
0.03	0.75	0.73	0
0.45	0.48	0.52	2
0.35	0.54	0.51	0
0.25	0.41	0.42	1
0.41	0.54	0.56	3
0.06	0.8	0.79	1
0.28	0.46	0.45	2
0.13	0.75	0.74	0
0.12	0.68	0.65	0
0.1	0.61	0.58	0
0.03	0.94	0.91	0
0.12	0.58	0.54	0
0.15	0.79	0.78	0
0.54	0.41	0.36	2
1	0.03	0.03	6
0.16	0.73	0.69	0
0.03	0.91	0.91	0
0.14	0.74	0.73	2
0.21	0.62	0.59	0
0.75	0.43	0.51	5
0.53	0.44	0.43	1
0.1	0.52	0.51	1
0.59	0.29	0.25	5
0.4	0.53	0.52	1
0.06	0.87	0.89	0
0.06	0.89	0.9	1
0.04	0.84	0.8	0
0.15	0.71	0.68	2
0	0.97	0.97	0
0.17	0.61	0.63	1
0.85	0.29	0.32	5
0.09	0.71	0.65	0
0.4	0.26	0.26	7
0.04	0.84	0.82	0
0.06	0.85	0.85	0
0.19	0.57	0.54	1
0.15	0.59	0.62	2
0.41	0.37	0.37	2
0.27	0.48	0.5	5
0.22	0.51	0.57	2
0.06	0.79	0.82	0
0.08	0.77	0.71	1
0.14	0.62	0.6	3
0.4	0.53	0.62	4
0.46	0.35	0.43	1
0.01	0.82	0.79	1
0.44	0.48	0.45	6
0.11	0.64	0.63	0
0.06	0.78	0.75	0
0.05	0.82	0.79	0
0.36	0.51	0.51	5
0.05	0.8	0.74	0
0.1	0.91	0.9	0
0.26	0.79	0.73	1
0.58	0.37	0.36	4
0.39	0.45	0.43	4
0.61	0.22	0.22	4
0.06	0.92	0.9	0
0.29	0.55	0.58	2
0.3	0.53	0.51	5
0.08	0.75	0.74	0
0.15	0.58	0.62	0
0.14	0.8	0.77	0
0.26	0.55	0.54	2
0.06	0.88	0.87	1
0.23	0.67	0.59	1
0.76	0.17	0.17	5
0.36	0.44	0.44	2
0.19	0.81	0.81	0
0.09	0.7	0.66	1
0.45	0.46	0.6	5
0.23	0.58	0.62	3
0.1	0.68	0.66	2
0.1	0.72	0.72	0
0.05	0.92	0.93	0
0.2	0.41	0.38	1
0.21	0.48	0.47	5
0.2	0.62	0.62	2
0.06	0.74	0.74	0
0	0.92	0.9	0
0.48	0.42	0.41	3
0.25	0.68	0.63	1
0.79	0.3	0.3	5
0.18	0.65	0.66	1
1	0.07	0	7
0.63	0.29	0.25	5
0.6	0.37	0.3	9
0.13	0.75	0.72	0
0.1	0.82	0.76	0
0.35	0.52	0.53	1
0.78	0.58	0.61	0
0.05	0.86	0.91	0
0.9	0.23	0.25	8
0.1	0.63	0.59	0
0.04	0.92	0.91	0
0.17	0.54	0.57	4
0.06	0.74	0.71	0
0.15	0.78	0.78	0
0.23	0.47	0.53	2
0.08	0.85	0.82	0
0.13	0.51	0.54	1
0.34	0.48	0.48	0
0.07	0.8	0.78	0
1	0	0	8
0.45	0.45	0.41	4
0.06	0.67	0.66	0
0.73	0.25	0.2	4
0.11	0.77	0.72	1
0.04	0.94	0.92	0
1	0	0	9
0.28	0.59	0.58	1
0.03	0.9	0.89	0
0.02	0.97	0.96	0
0.09	0.67	0.64	1
0.03	0.98	0.97	0
1	0.09	0.13	1
0.08	0.79	0.78	0
0.74	0.26	0.28	3
0.28	0.47	0.48	2
0.1	0.72	0.67	0
0.27	0.56	0.56	3
0.27	0.62	0.58	1
0.69	0.34	0.37	5
0.11	0.76	0.78	0
0.09	0.91	0.87	0
0.1	0.81	0.77	0
0.28	0.64	0.63	3
0.23	0.62	0.63	0
0.05	0.44	0.4	1
0.19	0.6	0.54	2
0.21	0.71	0.73	2
0.23	0.61	0.56	0
0.18	0.84	0.81	0
0.08	0.67	0.65	0
0.06	0.82	0.82	0
0.03	0.92	0.91	0
0.03	0.87	0.88	0
0.12	0.6	0.57	0
1	0.05	0.1	8
0.06	0.74	0.76	0
0.35	0.49	0.49	4
0.16	0.68	0.73	0
0.05	0.87	0.85	0
0.14	0.67	0.71	1
0.21	0.54	0.56	4
0.07	0.88	0.84	0
0.12	0.78	0.74	1
0.57	0.29	0.28	2
0.48	0.47	0.46	3
0.14	0.66	0.69	1
0.71	0.22	0.21	4
0.25	0.55	0.51	1
0.08	0.9	0.87	0
0.43	0.27	0.22	1
0.04	0.89	0.88	0
0.06	0.96	0.96	0
0.2	0.65	0.61	0
0.04	0.97	0.95	0
0.77	0.13	0.13	7
0.57	0.48	0.49	5
0.11	0.78	0.77	0
1	0	0	9
0.24	0.59	0.62	1
0.85	0.29	0.29	8
0.12	0.74	0.67	1
0.15	0.8	0.8	0
0.06	0.69	0.69	1
0.17	0.68	0.7	3
0.15	0.73	0.72	0
0.07	0.87	0.91	0
0.21	0.54	0.54	1
0.02	0.96	0.95	0
0.12	0.78	0.78	1
0.08	0.74	0.65	4
0.44	0.28	0.37	6
0.07	0.77	0.75	0
0.28	0.58	0.59	1
0.02	0.95	0.97	0
0.28	0.55	0.59	1
0.14	0.68	0.59	0
0.19	0.67	0.66	0
0.26	0.49	0.49	4
0.49	0.41	0.4	4
0.09	0.72	0.7	0
0.35	0.51	0.47	2
0.13	0.78	0.77	0
0.53	0.42	0.43	2
0.13	0.72	0.66	1
0.03	0.85	0.8	0
0.04	0.81	0.82	0
0.1	0.76	0.73	0
0.16	0.48	0.47	2
0.24	0.59	0.53	3
0.4	0.46	0.49	7
0.38	0.41	0.39	1
0.04	0.89	0.86	0
0.09	0.62	0.61	1
0.09	0.61	0.62	1
0.05	0.83	0.82	2
0.17	0.67	0.66	1
0.11	0.62	0.6	1
0.42	0.63	0.66	4
0	0.95	0.92	0
0.08	0.57	0.56	1
0.06	0.68	0.7	1
0.33	0.51	0.51	4
0.11	0.73	0.64	0
1	0	0	8
0.59	0.44	0.44	2
0.08	0.88	0.85	0
0.13	0.43	0.36	2
0.07	0.81	0.81	0
0.21	0.45	0.38	1
0.48	0.38	0.42	6
0.26	0.56	0.51	2
0.06	0.77	0.8	0
0.13	0.77	0.72	0
0.06	0.81	0.81	0
0.15	0.63	0.61	0
0.57	0.4	0.42	1
0.14	0.71	0.69	1
0.07	0.76	0.7	0
0.04	0.98	0.99	0
0.46	0.44	0.42	4
0.36	0.51	0.47	2
0.26	0.54	0.56	2
0.66	0.36	0.4	3
0.09	0.82	0.81	0
0.16	0.77	0.72	0
0.35	0.51	0.51	3
0.39	0.47	0.55	2
0.29	0.58	0.56	1
0.17	0.68	0.65	0
0.56	0.43	0.45	3
0.03	0.74	0.74	0
0.18	0.68	0.68	1
0.03	0.9	0.84	0
0.03	0.97	1	0
0.16	0.58	0.57	0
0.1	0.88	0.85	0
0.38	0.5	0.5	2
0.23	0.5	0.51	0
0.1	0.68	0.66	1
0.06	0.76	0.78	1
0.61	0.39	0.37	7
0.15	0.77	0.78	1
0.08	0.74	0.69	1
0.3	0.46	0.48	2
0.01	0.82	0.77	0
0.37	0.51	0.42	1
0.17	0.54	0.49	1
0.1	0.77	0.76	0
0.14	0.73	0.71	3
0.53	0.36	0.39	8
0.72	0.3	0.3	3
0.09	0.67	0.7	3
0.5	0.38	0.34	1
0.28	0.45	0.58	1
0.11	0.74	0.72	0
0.25	0.56	0.55	1
0.42	0.33	0.36	5
0.08	0.77	0.71	0
0.94	0.21	0.21	5
0.43	0.37	0.4	3
0.45	0.39	0.4	6
0.09	0.76	0.76	0
0.16	0.58	0.54	0
0.15	0.49	0.54	1
0.15	0.68	0.67	2
0.22	0.59	0.54	0
0.84	0.27	0.26	9
0.31	0.41	0.46	3
0.87	0.22	0.18	6
0.08	0.84	0.83	0
0.31	0.63	0.64	1
0.15	0.79	0.82	0
0.21	0.59	0.58	2
0.3	0.41	0.41	2
0.16	0.47	0.45	4
0.04	0.78	0.74	1
0.03	0.9	0.87	0
0.4	0.47	0.42	1
0.13	0.74	0.76	1
0.68	0.16	0.18	7
0.07	0.8	0.78	0
0.27	0.59	0.64	1
0.23	0.61	0.55	2
0.27	0.51	0.49	2
0.14	0.51	0.48	0
0.15	0.76	0.74	1
0.08	0.82	0.85	0
0.09	0.81	0.78	0
0.1	0.77	0.78	1
0.04	0.96	0.94	0
0.16	0.69	0.64	4
0.2	0.53	0.46	1
0.85	0.15	0.16	3
0.11	0.73	0.67	0
0.03	0.88	0.86	0
0.24	0.73	0.76	2
0.18	0.64	0.64	2
0.46	0.5	0.55	3
0.44	0.39	0.4	4
0.42	0.52	0.51	3
0.06	0.9	0.91	0
0.14	0.56	0.53	1
0.13	0.55	0.49	0
0.49	0.39	0.39	2
0.87	0.17	0.15	3
0.27	0.56	0.52	3
0.15	0.71	0.68	1
0.16	0.75	0.69	0
0.16	0.56	0.61	1
0.31	0.54	0.52	2
0.07	0.78	0.71	0
0.72	0.53	0.55	3
0.2	0.5	0.54	1
0.17	0.67	0.7	1
0.01	0.88	0.84	0
0.45	0.49	0.49	3
0.08	0.6	0.61	2
0.11	0.78	0.74	0
0.31	0.46	0.46	4
0.18	0.75	0.7	0
0.66	0.17	0.25	9
0.54	0.4	0.38	1
0.17	0.53	0.6	2
0.17	0.68	0.73	3
1	0	0	8
0.12	0.61	0.6	1
0.27	0.5	0.47	4
0.11	0.75	0.75	0
0.49	0.41	0.39	4
1	0.12	0.14	9
0.3	0.58	0.6	3
0.13	0.61	0.63	1
0.12	0.83	0.82	1
0.1	0.68	0.64	1
0.21	0.56	0.53	1
0.04	0.91	0.9	0
0.1	0.56	0.52	2
0.1	0.74	0.69	0
0.08	0.71	0.69	1
0.5	0.4	0.4	5
0.28	0.37	0.32	1
0.68	0.18	0.21	6
0.6	0.54	0.58	4
0.11	0.75	0.7	0
0.12	0.62	0.6	0
0.09	0.67	0.67	0
0.45	0.41	0.38	3
0.24	0.52	0.48	0
0.23	0.53	0.5	0
0.12	0.81	0.77	0
0.07	0.65	0.59	0
1	0.05	0.04	6
0.21	0.74	0.69	1
0.52	0.39	0.38	2
0.19	0.62	0.67	1
0.08	0.85	0.86	1
0.25	0.53	0.45	0
0.02	0.85	0.87	0
0.04	0.82	0.79	1
0.14	0.7	0.69	0
0.03	0.86	0.85	0
1	0.07	0.06	8
0.27	0.63	0.65	2
0.34	0.54	0.59	0
0.04	0.85	0.8	0
0.09	0.85	0.82	0
0.17	0.67	0.74	0
0.68	0.19	0.18	9
0.49	0.37	0.36	2
0.5	0.46	0.47	2
0.08	0.87	0.85	1
0.07	0.71	0.72	0
0.19	0.61	0.61	1
0.16	0.63	0.57	1
0.28	0.44	0.43	0
0.01	0.95	0.97	0
0.24	0.52	0.46	0
0.08	0.81	0.77	0
0.03	0.96	0.95	0
0.13	0.72	0.68	0
0.05	0.74	0.75	0
0.03	0.69	0.65	1
0.13	0.88	0.86	0
0.39	0.34	0.3	6
0.67	0.23	0.26	7
0.06	0.75	0.74	0
0.06	0.72	0.72	1
0.52	0.57	0.58	2
0.2	0.68	0.68	0
0.32	0.39	0.4	3
0.04	0.9	0.86	1
0.02	0.86	0.85	0
0.21	0.53	0.5	4
0.18	0.67	0.71	4
0.43	0.41	0.42	4
0.32	0.5	0.5	2
0.08	0.85	0.84	0
0.04	0.91	0.91	0
0.08	0.81	0.82	0
0.27	0.51	0.54	3
0.07	0.9	0.88	0
0.78	0.27	0.29	5
0.47	0.41	0.47	2
0.22	0.53	0.57	5
0.38	0.61	0.6	2
0.07	0.88	0.89	0
0.11	0.67	0.64	0
0.49	0.41	0.43	2
0.65	0.31	0.25	6
0.28	0.53	0.46	2
0.03	1	0.97	0
1	0	0	9
0.09	0.74	0.71	3
0.04	0.94	0.99	0
0.1	0.77	0.74	2
0.04	0.88	0.88	0
0.18	0.55	0.55	2
0.42	0.38	0.35	5
0.13	0.68	0.67	0
0.02	0.88	0.86	0
0.04	0.78	0.81	0
0.06	0.87	0.82	0
0.77	0.29	0.41	7
0.04	0.66	0.66	1
0.59	0.37	0.4	9
0.27	0.58	0.59	5
0.73	0.33	0.29	7
0.2	0.69	0.7	1
0.12	0.48	0.46	2
0.03	0.94	0.94	0
0.21	0.71	0.7	0
0.54	0.48	0.5	5
0.07	0.93	0.91	0
0.45	0.39	0.35	4
0.11	0.78	0.79	0
0.44	0.45	0.44	3
0.02	0.88	0.82	1
0.34	0.59	0.59	0
0.17	0.59	0.61	2
0.13	0.68	0.65	5
0.34	0.6	0.57	0
0.17	0.69	0.74	0
0.23	0.64	0.63	2
0.09	0.82	0.79	1
0.12	0.59	0.53	2
0.09	0.62	0.56	0
0.08	0.82	0.82	0
0.59	0.3	0.33	8
0.22	0.64	0.61	0
0.23	0.65	0.66	5
0.45	0.42	0.36	6
0.28	0.43	0.34	2
0.19	0.67	0.69	2
0.41	0.47	0.44	2
0.2	0.62	0.62	2
0.27	0.45	0.41	3
0.06	0.82	0.8	1
0.06	0.93	0.95	0
0.04	0.73	0.7	0
0.23	0.59	0.53	6
0.29	0.69	0.69	2
0.3	0.59	0.62	2
0.19	0.63	0.61	0
0.3	0.5	0.52	3
0.07	0.84	0.87	0
0.63	0.38	0.38	2
0.4	0.43	0.37	7
0.04	0.77	0.81	0
0.03	0.73	0.71	0
0.13	0.75	0.73	0
0.09	0.77	0.74	1
0.22	0.57	0.51	1
0.03	0.77	0.85	0
0.41	0.39	0.35	2
0.28	0.6	0.58	2
0.69	0.26	0.31	6
0.78	0.45	0.57	6
0.31	0.6	0.58	2
0.31	0.69	0.73	3
0.06	0.68	0.65	0
0.24	0.59	0.57	0
0.25	0.61	0.56	7
0.17	0.67	0.66	2
0.04	0.79	0.81	0
0.06	0.88	0.86	0
0.06	0.81	0.79	0
0.3	0.51	0.52	4
0.1	0.83	0.83	0
0.11	0.93	0.94	0
0.06	0.77	0.76	1
0.14	0.65	0.55	0
0.08	0.83	0.8	0
0.11	0.87	0.81	0
0.17	0.6	0.55	2
0.06	0.82	0.79	0
0.15	0.6	0.57	1
0.12	0.72	0.66	0
0.29	0.54	0.57	3
0.14	0.72	0.67	2
0.09	0.81	0.8	0
0.24	0.69	0.7	1
0.23	0.47	0.44	1
0.27	0.65	0.64	2
0.09	0.74	0.77	1
0.11	0.73	0.66	1
0.26	0.54	0.58	2
0.2	0.78	0.78	1
0.36	0.5	0.5	2
0.18	0.66	0.72	2
0.14	0.76	0.73	0
0.39	0.37	0.4	6
0.47	0.39	0.41	2
0.05	0.63	0.63	1
0.18	0.65	0.66	1
0.14	0.65	0.62	0
0.3	0.58	0.59	3
0.06	0.66	0.67	1
0.66	0.18	0.12	9
0.2	0.71	0.71	0
0.76	0.43	0.44	9
0.1	0.67	0.66	4
0.05	0.79	0.76	0
0.23	0.46	0.48	1
0.3	0.49	0.5	0
0.96	0.42	0.47	6
0.69	0.21	0.25	9
0.7	0.21	0.18	3
0.07	0.89	0.86	0
0.77	0.27	0.34	2
0.09	0.81	0.83	2
0.28	0.52	0.48	2
0.36	0.47	0.41	0
0.04	0.88	0.86	0
0.16	0.72	0.64	0
0.09	0.8	0.86	3
0.14	0.57	0.53	2
0.47	0.31	0.31	5
0.2	0.67	0.65	0
0.26	0.4	0.35	4
0.73	0.19	0.22	4
0.19	0.66	0.63	4
0.14	0.77	0.81	1
0.1	0.79	0.8	1
0.03	0.97	0.96	0
0.03	0.97	0.95	0
0.29	0.57	0.67	1
0.05	0.88	0.86	0
0.19	0.66	0.61	1
0.32	0.5	0.5	2
0.02	0.91	0.93	0
0.52	0.33	0.33	5
0.17	0.68	0.7	2
0.11	0.83	0.83	2
0.25	0.76	0.78	3
0.15	0.74	0.77	0
0.19	0.56	0.49	1
0.5	0.49	0.55	9
0.07	0.7	0.63	0
0.12	0.72	0.71	2
0.81	0.28	0.3	9
0.47	0.5	0.54	3
0.22	0.59	0.63	2
0.16	0.67	0.65	0
0.05	0.98	0.99	0
0.16	0.43	0.35	1
0.05	0.87	0.87	0
0.69	0.24	0.26	4
0.09	0.81	0.77	0
0.04	0.8	0.8	1
0.49	0.47	0.47	8
0.27	0.59	0.6	2
0.13	0.55	0.52	1
0.32	0.53	0.55	1
0.27	0.52	0.56	3
0.31	0.58	0.54	0
0.19	0.59	0.59	1
0.24	0.51	0.43	6
0.69	0.53	0.55	1
0.2	0.52	0.54	6
0.17	0.76	0.75	0
0.22	0.48	0.4	0
0.42	0.58	0.56	1
0.17	0.67	0.69	1
0.02	0.94	0.89	0
0.11	0.82	0.81	0
0.21	0.65	0.6	1
0.08	0.71	0.72	0
0.03	0.87	0.85	0
0.1	0.78	0.72	0
0.48	0.4	0.41	0
0.11	0.59	0.61	0
0.87	0.14	0.19	9
0.79	0.21	0.23	5
0.09	0.64	0.62	0
0.08	0.73	0.64	1
0.43	0.54	0.61	5
0.24	0.5	0.4	1
0.48	0.44	0.47	5
0.87	0.26	0.28	5
0.08	0.75	0.75	0
0.44	0.27	0.28	8
0.94	0.42	0.41	2
0.24	0.74	0.73	0
0.03	0.83	0.87	0
0.03	0.81	0.78	0
0.26	0.61	0.59	6
0.51	0.38	0.36	7
0.03	0.84	0.82	0
0.35	0.58	0.61	2
0.25	0.63	0.6	1
1	0.13	0.14	6
0.52	0.51	0.5	3
0.15	0.81	0.8	0
0.58	0.4	0.38	1
0.39	0.53	0.52	3
0.41	0.48	0.5	3
0.08	0.92	0.89	0
0.11	0.84	0.82	0
0.49	0.4	0.41	1
0.18	0.73	0.81	0
0.29	0.71	0.72	4
0.3	0.52	0.4	1
0.97	0.33	0.28	8
0.22	0.58	0.6	2
0.44	0.46	0.48	3
0.29	0.6	0.64	2
0.03	0.92	0.92	0
0.23	0.48	0.45	1
0.07	0.88	0.88	0
0.5	0.39	0.44	0
0.62	0.25	0.23	9
0.15	0.68	0.61	1
0.06	0.83	0.81	0
0.16	0.58	0.54	0
0.09	0.87	0.88	0
0.31	0.53	0.66	5
0.46	0.18	0.19	8
0.23	0.5	0.46	2
0.2	0.51	0.5	2
0.29	0.53	0.53	4
0.15	0.62	0.59	1
0.1	0.86	0.84	0
0.11	0.76	0.75	1
0.15	0.77	0.73	1
0.1	0.83	0.81	0
0.16	0.71	0.72	1
0.06	0.64	0.63	0
0.07	0.84	0.85	1
0.04	0.82	0.79	1
0.13	0.74	0.73	1
0.19	0.56	0.48	2
1	0.12	0.19	2
0.18	0.7	0.68	2
0.4	0.33	0.33	4
0.85	0.2	0.2	2
0.07	0.67	0.67	1
0.16	0.65	0.64	0
0.26	0.53	0.52	0
0.08	0.86	0.83	0
0.09	0.81	0.71	0
0.4	0.38	0.36	5
0.23	0.59	0.57	4
0.05	0.92	0.94	0
0.09	0.81	0.8	0
0.02	0.91	0.85	0
0.17	0.8	0.79	0
0.3	0.48	0.45	4
0.12	0.71	0.76	0
0.03	0.86	0.82	0
0.83	0.16	0.14	8
0.62	0.3	0.4	3
0.88	0.13	0.12	6
0.74	0.25	0.24	7
0.42	0.54	0.58	3
0.14	0.6	0.66	2
0.47	0.31	0.31	4
0.17	0.59	0.63	5
0.41	0.58	0.61	5
0.07	0.82	0.79	0
0.15	0.54	0.48	1
0.1	0.78	0.77	0
0.28	0.56	0.63	3
0.27	0.5	0.49	5
0.05	0.93	0.93	0
0.35	0.5	0.55	5
0.28	0.56	0.6	2
0.06	0.78	0.77	1
0.08	0.85	0.84	2
0.09	0.85	0.84	0
0.07	0.69	0.68	0
1	0	0	9
0.03	0.93	0.87	0
1	0.09	0.08	2
0.24	0.6	0.6	3
0.14	0.78	0.72	0
0.1	0.72	0.71	0
0.26	0.56	0.54	1
0.5	0.28	0.31	6
0.3	0.66	0.54	2
1	0.11	0.06	4
0.11	0.67	0.63	0
0.28	0.56	0.57	5
0.05	0.87	0.85	0
0.1	0.72	0.72	0
0.31	0.53	0.58	4
0.43	0.54	0.52	2
0.69	0.22	0.19	4
0.06	0.88	0.88	0
0.29	0.43	0.47	2
0.26	0.67	0.69	4
0.34	0.48	0.52	5
0.46	0.61	0.58	2
0.03	0.8	0.78	1
0.41	0.44	0.42	2
0.06	0.77	0.71	1
0.07	0.75	0.76	6
0.07	0.78	0.78	1
0.18	0.44	0.44	1
0.21	0.61	0.55	1
0.22	0.54	0.51	1
0.53	0.41	0.42	9
0.51	0.51	0.64	4
0.43	0.44	0.58	6
0.15	0.59	0.53	1
0.12	0.6	0.59	0
0.11	0.51	0.47	0
0.26	0.73	0.75	4
0.05	0.83	0.8	0
0.06	0.76	0.74	0
0.01	0.94	0.92	0
0.25	0.56	0.48	2
0.05	0.84	0.83	0
0.09	0.79	0.77	1
0.2	0.66	0.58	1
1	0.07	0.1	2
0.17	0.71	0.7	0
0.16	0.79	0.78	0
0.14	0.68	0.68	2
0.25	0.58	0.59	3
0.28	0.49	0.52	1
0.07	0.89	0.85	0
0.32	0.48	0.5	2
0.13	0.82	0.79	0
0.19	0.57	0.53	4
0.16	0.65	0.61	0
0.41	0.7	0.66	2
0.16	0.48	0.46	2
0.04	0.81	0.8	0
0.51	0.24	0.23	8
0.14	0.64	0.55	0
0.19	0.76	0.76	0
0.16	0.51	0.44	0
0.09	0.86	0.84	0
0.05	0.89	0.93	0
0.35	0.37	0.39	4
0.34	0.63	0.65	3
0.15	0.67	0.6	0
0.06	0.8	0.78	0
0.09	0.8	0.79	1
0.16	0.47	0.46	1
0.28	0.67	0.69	1
0.05	0.86	0.84	0
0.2	0.65	0.72	2
0.04	0.96	0.94	0
0.15	0.68	0.72	4
0.09	0.72	0.7	2
0.04	0.89	0.9	0
0.23	0.55	0.59	3
0.34	0.58	0.6	4
0.11	0.77	0.73	0
0.15	0.67	0.68	1
0.29	0.48	0.5	5
0.04	0.82	0.85	0
0.32	0.59	0.58	1
0.62	0.33	0.36	5
0.23	0.57	0.61	4
0.07	0.86	0.84	0
0.91	0.23	0.19	8
0.4	0.4	0.43	7
0.31	0.53	0.53	1
0.19	0.52	0.46	1
0.13	0.8	0.8	0
0.17	0.56	0.54	1
0.58	0.51	0.6	2
0.03	0.85	0.84	0
0.13	0.81	0.77	1
0.55	0.25	0.26	2
0.44	0.59	0.64	3
0.38	0.6	0.53	3
0.47	0.47	0.48	6
0.42	0.46	0.49	2
0.25	0.58	0.53	1
0.13	0.72	0.69	1
0.09	0.74	0.73	0
0.17	0.65	0.61	1
0.28	0.6	0.64	4
0.16	0.97	0.99	0
0.13	0.76	0.77	0
0.06	0.82	0.8	1
0.07	0.72	0.7	2
1	0	0	5
0.17	0.68	0.65	1
0.24	0.74	0.72	1
0.64	0.26	0.32	5
0.19	0.72	0.69	0
0.04	0.9	0.88	0
0.07	0.86	0.79	1
0.1	0.89	0.87	0
0.1	0.87	0.83	0
0.07	0.81	0.8	0
0.26	0.6	0.63	1
0.1	0.64	0.65	3
0.28	0.59	0.55	2
0.38	0.31	0.33	3
0.01	0.96	0.91	0
1	0.21	0.27	6
0.22	0.61	0.61	3
0.37	0.61	0.62	5
0.6	0.36	0.36	9
0.45	0.39	0.4	5
0.08	0.81	0.84	0
0.24	0.48	0.54	1
0.33	0.58	0.68	6
0.49	0.48	0.49	4
0.06	0.72	0.7	0
0.15	0.64	0.61	1
0.11	0.77	0.77	1
0.08	0.92	0.9	0
0.1	0.74	0.72	1
0.49	0.41	0.41	3
0.18	0.7	0.7	0
0.54	0.35	0.38	2
0.2	0.49	0.55	2
0.32	0.63	0.66	2
0.13	0.8	0.81	1
0.19	0.68	0.64	3
0.12	0.84	0.79	0
0.1	0.8	0.71	0
0.11	0.64	0.66	1
0.08	0.88	0.88	0
0.17	0.68	0.69	1
0.55	0.48	0.48	7
0.14	0.69	0.79	2
0.09	0.72	0.7	2
0.2	0.66	0.66	1
0.35	0.46	0.45	3
0.06	0.84	0.85	0
0.05	0.88	0.85	0
0.09	0.72	0.7	1
0.04	0.9	0.87	0
0.02	0.96	0.96	0
0.55	0.49	0.49	3
0.59	0.41	0.4	4
0.07	0.84	0.85	0
0.09	0.83	0.84	1
0.32	0.38	0.36	6
0.12	0.84	0.84	0
0.16	0.62	0.67	1
0.62	0.28	0.31	3
0.36	0.53	0.54	4
0.29	0.44	0.48	5
0.15	0.71	0.7	1
0.6	0.43	0.42	6
0.2	0.49	0.52	3
0.19	0.27	0.25	6
0.23	0.5	0.49	1
0.06	0.82	0.77	2
0.34	0.45	0.43	3
0.45	0.6	0.58	2
0.27	0.63	0.54	0
0.25	0.51	0.51	0
0.07	0.87	0.9	1
0.62	0.35	0.36	4
0.08	0.89	0.87	1
0.08	0.86	0.81	0
0.64	0.33	0.33	5
0.29	0.5	0.46	2
0.18	0.67	0.65	0
0.06	0.86	0.83	1
0.54	0.42	0.42	2
0.84	0.22	0.17	3
0.06	0.91	0.93	1
0.69	0.12	0.14	9
0.05	0.91	0.93	0
0.06	0.94	0.94	0
0.38	0.29	0.32	5
0.16	0.71	0.7	0
0.7	0.29	0.33	3
0.64	0.36	0.36	9
1	0	0.01	9
0.14	0.67	0.65	1
0.2	0.68	0.66	1
0.19	0.44	0.37	2
0.12	0.63	0.65	0
0.13	0.6	0.57	1
0.32	0.74	0.73	1
0.14	0.61	0.55	2
0.09	0.69	0.66	0
0.86	0.46	0.49	6
0.97	0.34	0.34	4
0.2	0.62	0.59	0
0.09	0.72	0.64	0
0.57	0.41	0.43	1
0.3	0.6	0.6	3
